120,41,00:04:55_990,0.46838,0.45299,0.44518,0.43736,0.42955,0.41734,0.41074,0.40391,0.39683,0.38242,0.37509,0.36777,0.36068,0.34774,0.34359,0.34212,0.34383,0.35971,0.37509,0.39536,0.41929,0.47277,0.49988,0.52552,0.52552,0.52552,0.58291,0.58291,0.62491,0.64615,0.6547,0.66227,0.66886,0.67985,0.684,0.6862,0.68718,0.68962,0.69011,0.68962,0.68791,0.68034,0.67424,0.66667,0.65763,0.6381,0.62686,0.6149,0.60293,0.58046,0.5707,0.5619,0.55458,0.54359,0.53944,0.53602,0.53309,0.52772,0.52527,0.52283,0.52039,0.516,0.51331,0.50989,0.50574,0.49695,0.49109,0.484,0.47619,0.45812,0.44811,0.43785,0.42759,0.40733,0.39756,0.38755,0.37973,0.36752,0.36093,0.35458,0.34872,0.33968,0.33748,0.33822,0.34286,0.36166,0.37827,0.39976,0.42491,0.47839,0.50452,0.52894,0.55092,0.55092,0.57534,0.57851,0.58315,0.59634,0.60195,0.60611,0.60879,0.60904,0.60684,0.60366,0.59927,0.58852,0.58193,0.5746,0.56606,0.54554,0.53333,0.52039,0.5072,0.48083,0.46862,0.45836,0.45006,0.43614,0.4315,0.42857,0.42711,0.42613,0.42613,0.42589,0.42491,0.42149,0.4188,0.41538,0.41099,0.40073,0.39487,0.38901,0.38315,0.37118,0.36606,0.36117,0.35556,0.34359,0.33797,0.3326,0.32772,0.31917,0.31502,0.31136,0.30818,0.30672,0.30842,0.31306,0.32186,0.35385,0.37656,0.4022,0.42979,0.48474,0.5072,0.52601,0.5453,0.57998,0.59463,0.60733,0.61832,0.63639,0.64371,0.64957,0.65421,0.65641,0.65617,0.65519,0.65299,0.64518,0.6398,0.6337,0.62711,0.61148,0.60024,0.58999,0.58144,0.55189,0.53455,0.52112,0.50525,0.47033,0.45348,0.43761,0.42295,0.40073,0.39023,0.37973,0.36923,0.34847,0.33871,0.32943,0.32063,0.30427,0.29792,0.29255,0.2862,0.27302,0.26618,0.25958
120,41,00:04:57_990,0.25128,0.23858,0.23248,0.22589,0.21905,0.20928,0.20391,0.19805,0.19243,0.18217,0.17753,0.17387,0.17192,0.17778,0.18608,0.19853,0.21685,0.26789,0.29792,0.32821,0.32821,0.32821,0.32821,0.44298,0.4569,0.47497,0.48254,0.48938,0.49524,0.50354,0.50623,0.50794,0.50867,0.50769,0.50623,0.50403,0.50159,0.49451,0.48718,0.47961,0.47326,0.45348,0.44103,0.42711,0.41245,0.38706,0.37363,0.3602,0.34725,0.32576,0.31624,0.30867,0.30403,0.29695,0.29499,0.29377,0.29206,0.28742,0.28571,0.28352,0.28059,0.27155,0.26667,0.26032,0.25592,0.24811,0.24396,0.2398,0.2359,0.23004,0.22662,0.22344,0.22027,0.21563,0.2149,0.21441,0.21587,0.22955,0.24396,0.26374,0.28791,0.34457,0.37314,0.39927,0.42002,0.45104,0.46349,0.47326,0.48107,0.49133,0.49451,0.49646,0.49744,0.49646,0.49499,0.4928,0.49035,0.50574,0.53431,0.54628,0.54945,0.54261,0.53553,0.52674,0.51795,0.49792,0.48547,0.47253,0.4591,0.43321,0.42125,0.4105,0.40098,0.38681,0.38242,0.37802,0.37411,0.36728,0.36435,0.36166,0.35873,0.35263,0.34896,0.34603,0.3431,0.33358,0.32821,0.32308,0.31893,0.3138,0.31258,0.3116,0.31087,0.30989,0.30965,0.30818,0.30623,0.30061,0.29744,0.29426,0.29158,0.29206,0.29841,0.30842,0.32332,0.37363,0.4061,0.41836,0.4398,0.49988,0.52283,0.54042,0.55311,0.56972,0.57509,0.57998,0.58608,0.59927,0.60513,0.60977,0.61245,0.61221,0.61026,0.60806,0.60586,0.60464,0.60635,0.60952,0.61343,0.61905,0.61783,0.61221,0.60195,0.56825,0.55067,0.53431,0.51795,0.49573,0.4906,0.48864,0.48791,0.48498,0.48156,0.47717,0.47277,0.46349,0.45739,0.45079,0.44347,0.42857,0.42173,0.41636,0.41221,0.40708,0.40562,0.40415,0.40122,0.38974,0.38169,0.37289
120,41,00:05:09_990,0.32161,0.30891,0.30403,0.29988,0.29475,0.28278,0.27643,0.27009,0.26325,0.25031,0.24689,0.24835,0.2547,0.2906,0.32454,0.36825,0.41954,0.52967,0.58095,0.62589,0.66276,0.71038,0.72234,0.73162,0.73822,0.7453,0.74652,0.74676,0.74603,0.74188,0.73871,0.73455,0.72918,0.71575,0.70794,0.6989,0.6884,0.66178,0.64518,0.62662,0.60611,0.56361,0.54359,0.52137,0.49817,0.45372,0.4337,0.41563,0.39951,0.37338,0.36337,0.35507,0.34896,0.34017,0.33602,0.33211,0.32845,0.32088,0.31673,0.31282,0.30916,0.3033,0.3011,0.29792,0.29426,0.28474,0.27961,0.27424,0.26862,0.25739,0.25153,0.24542,0.24103,0.23492,0.23516,0.24176,0.2569,0.31795,0.36337,0.41563,0.47033,0.56777,0.60317,0.63614,0.66349,0.69963,0.71038,0.7177,0.72259,0.72698,0.72723,0.72674,0.72503,0.7199,0.71697,0.71355,0.70965,0.69988,0.69353,0.68547,0.67546,0.65104,0.63736,0.62051,0.60098,0.55653,0.53284,0.5094,0.48694,0.44615,0.42833,0.41245,0.40024,0.38169,0.37363,0.36679,0.36093,0.35043,0.3453,0.34017,0.33504,0.32698,0.32454,0.32137,0.31795,0.30989,0.30549,0.30891,0.31624,0.31526,0.3116,0.30696,0.30305,0.29426,0.2884,0.28278,0.27888,0.28352,0.29695,0.3199,0.35263,0.43492,0.4757,0.52137,0.56654,0.64078,0.66716,0.68645,0.69988,0.71477,0.71844,0.72063,0.72112,0.71966,0.71868,0.71697,0.71477,0.70794,0.7033,0.69744,0.6906,0.67399,0.66447,0.65299,0.63932,0.60562,0.58608,0.56532,0.54383,0.50134,0.48132,0.48132,0.44786,0.42295,0.41148,0.40147,0.39267,0.37973,0.37509,0.37143,0.36801,0.36264,0.36068,0.358,0.35458,0.34676,0.34212,0.33724,0.33236,0.32186,0.31673,0.31306,0.31013,0.30183,0.29695,0.29182,0.2862,0.27399,0.26862,0.26545
120,41,00:05:11_990,0.26642,0.28767,0.30842,0.33993,0.3812,0.48132,0.53236,0.57949,0.62002,0.67814,0.6967,0.70794,0.71477,0.7243,0.72723,0.72918,0.7304,0.73114,0.73065,0.72967,0.72796,0.72161,0.71697,0.71184,0.70623,0.69084,0.68083,0.66935,0.65568,0.62247,0.60293,0.58462,0.5663,0.52381,0.50256,0.48205,0.463,0.4315,0.4188,0.40806,0.39927,0.38706,0.38339,0.37949,0.37558,0.36801,0.3641,0.35995,0.35556,0.34603,0.34115,0.33748,0.33407,0.32527,0.32015,0.31526,0.31038,0.30061,0.29573,0.29035,0.28474,0.27546,0.27326,0.27228,0.27497,0.30134,0.32821,0.3641,0.40757,0.50476,0.5514,0.58852,0.61783,0.66667,0.68352,0.69573,0.70452,0.71453,0.71722,0.71917,0.72039,0.72015,0.71819,0.71648,0.71477,0.70916,0.70525,0.70037,0.69451,0.67814,0.66716,0.65543,0.64249,0.60855,0.58852,0.56703,0.54505,0.50208,0.48156,0.46252,0.44542,0.41905,0.41001,0.40122,0.39341,0.38071,0.37582,0.37167,0.36801,0.36044,0.35653,0.3536,0.35092,0.34261,0.33797,0.33333,0.32845,0.31819,0.31306,0.30745,0.30183,0.29255,0.28938,0.28474,0.27937,0.26813,0.26471,0.26496,0.27106,0.30867,0.34188,0.37705,0.41465,0.50916,0.55556,0.59658,0.63053,0.67766,0.69231,0.70281,0.71013,0.71844,0.71966,0.72112,0.72259,0.7243,0.72405,0.72283,0.72063,0.71306,0.70745,0.7011,0.69353,0.67302,0.65958,0.64444,0.62735,0.5873,0.56508,0.54237,0.5199,0.4801,0.46447,0.4486,0.43394,0.40879,0.39927,0.39145,0.3851,0.37509,0.37094,0.36801,0.36532,0.35824,0.35433,0.35018,0.34579,0.33602,0.3304,0.32405,0.31722,0.30769,0.30427,0.30305,0.30647,0.33333,0.35775,0.38828,0.42295,0.49304,0.52332,0.54603,0.56264,0.58291,0.58584,0.58413,0.57851,0.55727,0.54286,0.52625
120,41,00:05:17_990,0.70476,0.68205,0.66764,0.65104,0.63248,0.59219,0.57143,0.55116,0.53187,0.49792,0.48352,0.47204,0.46252,0.44469,0.43761,0.4315,0.42613,0.41734,0.41319,0.40928,0.40537,0.39829,0.39365,0.38779,0.3812,0.3663,0.358,0.34969,0.34139,0.32576,0.31868,0.31355,0.3094,0.29792,0.29182,0.28596,0.28205,0.28645,0.29939,0.32088,0.35092,0.41685,0.45739,0.49988,0.54066,0.60806,0.63321,0.65275,0.6674,0.6862,0.69206,0.69524,0.6967,0.69866,0.6989,0.6989,0.69817,0.69402,0.69035,0.68571,0.67985,0.6652,0.65568,0.64444,0.63101,0.59878,0.57998,0.55995,0.53919,0.49841,0.47961,0.46398,0.45055,0.42491,0.41416,0.40464,0.40464,0.38315,0.37753,0.37241,0.36777,0.36093,0.35726,0.35311,0.34872,0.33919,0.33407,0.32845,0.32283,0.31111,0.30525,0.30061,0.29646,0.28474,0.27814,0.27253,0.26886,0.27521,0.28938,0.31233,0.34457,0.41319,0.45495,0.49841,0.53968,0.60611,0.62979,0.64762,0.66056,0.67668,0.68107,0.68303,0.68327,0.68376,0.68352,0.68278,0.68156,0.67717,0.67375,0.66911,0.66325,0.64762,0.63712,0.62491,0.6105,0.5768,0.55824,0.53895,0.5199,0.48449,0.47033,0.45812,0.44615,0.42466,0.41563,0.40781,0.40073,0.38901,0.38364,0.37827,0.37314,0.36532,0.36093,0.3558,0.35043,0.33895,0.33284,0.32601,0.31917,0.30769,0.30403,0.3011,0.29719,0.28816,0.28327,0.2779,0.27228,0.26422,0.2652,0.27204,0.28718,0.33309,0.36923,0.4127,0.46007,0.55189,0.59096,0.62344,0.64908,0.68327,0.69255,0.69866,0.70427,0.71355,0.7177,0.72161,0.72503,0.7304,0.73187,0.73236,0.73187,0.7265,0.72259,0.71746,0.71111,0.69377,0.6823,0.66886,0.65348,0.61685,0.59878,0.58095,0.56093,0.51966,0.50037,0.48254,0.46618,0.43883,0.42759,0.41783
120,41,00:05:19_990,0.40928,0.3978,0.39194,0.38608,0.38046,0.36923,0.36386,0.35824,0.35238,0.3409,0.33675,0.33284,0.32772,0.31673,0.31087,0.30501,0.2989,0.28694,0.28083,0.27521,0.27131,0.27375,0.28278,0.29988,0.32601,0.40195,0.44713,0.4928,0.53602,0.60659,0.62979,0.6464,0.66056,0.68107,0.68816,0.68816,0.69866,0.70623,0.70867,0.71013,0.71111,0.70916,0.70769,0.70574,0.7033,0.69499,0.68889,0.68083,0.67082,0.64371,0.62906,0.61368,0.59536,0.55433,0.53284,0.5116,0.49133,0.45568,0.44078,0.42784,0.41661,0.40195,0.39585,0.38999,0.38462,0.3746,0.36972,0.36459,0.35922,0.34799,0.34383,0.33993,0.33504,0.32357,0.3177,0.3116,0.30574,0.29353,0.28767,0.28181,0.2757,0.26813,0.26593,0.2674,0.27473,0.31526,0.34896,0.38999,0.43516,0.52527,0.56044,0.58852,0.61465,0.65372,0.66716,0.67717,0.68449,0.69353,0.69646,0.69866,0.70037,0.70012,0.69988,0.69963,0.69841,0.69328,0.68864,0.68278,0.67521,0.65397,0.642,0.62882,0.61294,0.57485,0.55409,0.5326,0.51111,0.47082,0.45275,0.43639,0.42369,0.40415,0.39536,0.38779,0.3812,0.36972,0.36459,0.35946,0.35458,0.34408,0.33993,0.33651,0.33211,0.32259,0.3177,0.31282,0.30794,0.29817,0.29328,0.2884,0.28498,0.2779,0.27302,0.2674,0.26252,0.26178,0.27009,0.28694,0.31306,0.38999,0.42979,0.46789,0.5116,0.59243,0.62344,0.64762,0.66569,0.68962,0.69744,0.70354,0.70696,0.71087,0.71306,0.71477,0.716,0.71673,0.716,0.71453,0.71209,0.70427,0.69841,0.69133,0.68254,0.65958,0.64469,0.62759,0.60855,0.56532,0.54237,0.51917,0.49915,0.46325,0.44567,0.42955,0.41538,0.39292,0.38388,0.37607,0.36899,0.35702,0.35287,0.34921,0.34505,0.33504,0.32967,0.3243,0.3243,0.30623,0.29963,0.29328
120,41,00:05:23_990,0.33651,0.38559,0.42222,0.46349,0.50598,0.58364,0.6149,0.64005,0.65934,0.6823,0.68742,0.69158,0.69451,0.69841,0.69939,0.69988,0.69988,0.69792,0.69597,0.69353,0.69035,0.68156,0.67643,0.67033,0.66276,0.642,0.62882,0.61343,0.59609,0.5602,0.54359,0.52527,0.50672,0.47155,0.45568,0.44176,0.42955,0.41001,0.40244,0.39585,0.39121,0.38291,0.37827,0.37338,0.36825,0.35775,0.35214,0.34603,0.33993,0.32918,0.32503,0.31966,0.31404,0.30281,0.29695,0.29158,0.2862,0.27546,0.27009,0.26667,0.2652,0.26911,0.27937,0.29792,0.32527,0.40317,0.44835,0.49328,0.53529,0.59951,0.61978,0.63712,0.65079,0.66838,0.6735,0.67668,0.67863,0.6801,0.67961,0.67814,0.67595,0.67106,0.66764,0.66349,0.65836,0.64493,0.63614,0.62564,0.61343,0.58535,0.57118,0.55458,0.53626,0.49768,0.47863,0.46056,0.44371,0.41392,0.40147,0.39219,0.3851,0.37192,0.36654,0.36215,0.35824,0.35189,0.34896,0.34603,0.34335,0.33846,0.33675,0.33407,0.33065,0.32283,0.31844,0.31404,0.30989,0.30183,0.29792,0.29548,0.29353,0.28596,0.28132,0.27692,0.27424,0.28156,0.29573,0.31868,0.35067,0.42833,0.46545,0.50647,0.54652,0.61221,0.6359,0.65372,0.66642,0.68132,0.68523,0.68694,0.68718,0.68669,0.68596,0.68449,0.68254,0.67766,0.67399,0.6696,0.66398,0.64957,0.64078,0.63004,0.61709,0.58535,0.56728,0.54823,0.52845,0.48913,0.47057,0.45519,0.44225,0.41612,0.40391,0.39365,0.38535,0.37216,0.36703,0.36264,0.35873,0.35263,0.35067,0.34774,0.34432,0.337,0.33333,0.32967,0.32601,0.3177,0.3138,0.31111,0.30891,0.30208,0.29768,0.2928,0.28767,0.27985,0.28034,0.28669,0.30159,0.35482,0.38803,0.43028,0.47717,0.5685,0.60708,0.63907,0.66422,0.69768,0.70818,0.71429
120,41,00:05:25_990,0.71795,0.7243,0.7265,0.72821,0.72918,0.72894,0.72796,0.72601,0.72332,0.71477,0.70891,0.70232,0.69451,0.67448,0.66178,0.64713,0.63028,0.5917,0.5707,0.55189,0.53431,0.49695,0.47912,0.46276,0.44786,0.4232,0.41319,0.40464,0.39756,0.3873,0.38413,0.38046,0.3768,0.36923,0.36508,0.36068,0.3558,0.34554,0.34017,0.33578,0.33236,0.32308,0.31819,0.31331,0.30842,0.29866,0.29353,0.28791,0.28791,0.28034,0.28425,0.29499,0.31453,0.38169,0.42662,0.47497,0.52381,0.60928,0.64249,0.66642,0.68352,0.70989,0.71868,0.72552,0.7304,0.73675,0.73846,0.73944,0.73993,0.737,0.7348,0.73211,0.72894,0.71966,0.71331,0.70549,0.69597,0.67179,0.65714,0.64249,0.62711,0.58926,0.56825,0.54701,0.52576,0.48669,0.4696,0.45397,0.44005,0.44005,0.41148,0.40293,0.39512,0.38169,0.37582,0.36996,0.36435,0.35336,0.34799,0.34408,0.34066,0.33089,0.32479,0.31795,0.31038,0.29328,0.284,0.27473,0.26545,0.25275,0.24542,0.23687,0.22808,0.21319,0.21026,0.21368,0.22613,0.28278,0.32625,0.36947,0.41294,0.51209,0.55727,0.59585,0.62686,0.66838,0.68107,0.69011,0.69646,0.7011,0.70281,0.70403,0.70476,0.70525,0.70476,0.70379,0.70183,0.69499,0.68962,0.68303,0.67546,0.6547,0.64127,0.62564,0.60806,0.56899,0.54847,0.52772,0.5072,0.47448,0.45861,0.44322,0.42906,0.40562,0.39609,0.38803,0.3812,0.3707,0.3663,0.36313,0.36068,0.35507,0.35238,0.34994,0.34799,0.34554,0.35385,0.36606,0.3707,0.37094,0.36703,0.36117,0.35409,0.33993,0.33333,0.32698,0.32137,0.31233,0.31062,0.31184,0.31722,0.34628,0.37265,0.40635,0.44542,0.52845,0.56703,0.60073,0.62857,0.66227,0.67375,0.68254,0.68889,0.69646,0.69841,0.69963,0.69988,0.69841,0.6967,0.69402
120,41,00:05:29_990,0.57851,0.54432,0.52625,0.50867,0.49182,0.46178,0.44884,0.43736,0.42735,0.41368,0.40781,0.40269,0.3978,0.38926,0.38559,0.38193,0.37827,0.3707,0.36777,0.36532,0.3619,0.35385,0.34945,0.34505,0.3409,0.3326,0.32869,0.32503,0.32234,0.3177,0.31453,0.31087,0.30769,0.30867,0.316,0.3304,0.35311,0.42076,0.45641,0.49109,0.52943,0.6,0.62759,0.64884,0.66422,0.68059,0.68303,0.68303,0.68107,0.67253,0.66667,0.65934,0.65079,0.63053,0.61856,0.60537,0.59121,0.55971,0.54481,0.53016,0.5138,0.4801,0.46374,0.44835,0.43419,0.41099,0.40171,0.39414,0.38877,0.3812,0.37778,0.37485,0.37241,0.36801,0.36581,0.36361,0.36093,0.35482,0.35238,0.35043,0.3475,0.34115,0.33797,0.3348,0.33162,0.32601,0.32332,0.32063,0.31893,0.31624,0.31429,0.31258,0.31087,0.30672,0.30379,0.30037,0.29695,0.29499,0.29915,0.30842,0.32601,0.38926,0.43297,0.48132,0.53065,0.61978,0.65543,0.684,0.70354,0.72796,0.73626,0.74261,0.74701,0.75165,0.75238,0.75189,0.75067,0.74481,0.74017,0.7348,0.72894,0.71477,0.70598,0.69597,0.68449,0.65641,0.6398,0.62173,0.6044,0.56777,0.54725,0.52674,0.50672,0.47082,0.45568,0.44225,0.43053,0.41197,0.40562,0.40073,0.39585,0.38706,0.38315,0.37924,0.37558,0.36801,0.36435,0.36044,0.35751,0.35189,0.34823,0.34481,0.34139,0.3348,0.33187,0.32918,0.32674,0.32137,0.31941,0.3177,0.316,0.31868,0.32723,0.34335,0.36777,0.4398,0.48303,0.52723,0.56459,0.62882,0.65788,0.68254,0.70281,0.73309,0.74432,0.75385,0.75775,0.76166,0.76361,0.76435,0.76581,0.76752,0.76728,0.7663,0.7641,0.75653,0.75092,0.74408,0.73578,0.71502,0.70232,0.68791,0.68791,0.63639,0.61783,0.59976,0.58242,0.55263,0.5409,0.52918
120,41,00:05:31_990,0.51844,0.50012,0.49231,0.48523,0.47839,0.46593,0.45983,0.45348,0.44811,0.43834,0.43297,0.42784,0.42271,0.4127,0.40781,0.40293,0.39829,0.39023,0.38706,0.38339,0.37949,0.37094,0.3663,0.36215,0.35995,0.36654,0.37924,0.39927,0.42198,0.48107,0.51795,0.55507,0.58999,0.64689,0.66764,0.68376,0.69597,0.71013,0.71282,0.71551,0.71795,0.72137,0.7221,0.72234,0.7221,0.71966,0.71722,0.7138,0.70916,0.69621,0.68791,0.6779,0.66618,0.6381,0.62222,0.60562,0.58877,0.55604,0.54212,0.52796,0.51429,0.49035,0.48034,0.47179,0.46447,0.45275,0.44835,0.4442,0.44078,0.4337,0.42955,0.42515,0.42076,0.41172,0.40684,0.40171,0.39634,0.38681,0.38291,0.37851,0.37387,0.36459,0.35995,0.35556,0.35067,0.33993,0.3348,0.33162,0.33114,0.34383,0.3602,0.38437,0.41538,0.48864,0.52552,0.55922,0.58852,0.62955,0.64127,0.65128,0.65958,0.67106,0.67497,0.6779,0.6801,0.68254,0.68278,0.68254,0.68107,0.67643,0.67375,0.67057,0.66667,0.65592,0.6486,0.63956,0.62857,0.60293,0.5895,0.57387,0.55678,0.52161,0.50476,0.48913,0.47497,0.45104,0.44151,0.43321,0.42686,0.41661,0.41148,0.40659,0.40195,0.39267,0.38828,0.38364,0.37875,0.36947,0.36557,0.36093,0.35604,0.34603,0.34115,0.33651,0.33236,0.3243,0.32015,0.316,0.31282,0.30647,0.3033,0.30183,0.30379,0.32625,0.34872,0.37802,0.41245,0.48156,0.50965,0.53773,0.56239,0.59853,0.61026,0.6188,0.62515,0.63321,0.63614,0.63883,0.64029,0.64176,0.64274,0.64347,0.64371,0.64249,0.64078,0.63785,0.63419,0.62295,0.61563,0.60659,0.59585,0.54823,0.52527,0.50379,0.48278,0.44371,0.42637,0.41245,0.40098,0.37949,0.3707,0.36288,0.35629,0.34579,0.34164,0.33773,0.33407,0.32821,0.32576,0.32259
